Gene Species Taxon Signature
0 _R_hkas_41151_china _R_hkas_41151_china 2.004595548875698
0 _R_hkas_43373 _R_hkas_43373 2.004595548875698
0 y_q_fu004_fhmu4451 y_q_fu004_fhmu4451 0.24611988448396363
0 uaeh_180 uaeh_180 0.8342106829969003
0 fcme_2013 fcme_2013 0.8342106829969003
0 fcme_2017 fcme_2017 0.8342106829969003
0 fhmu824 fhmu824 0.24611988448396363
0 n_k_zeng4979_fhmu5560 n_k_zeng4979_fhmu5560 0.035945498273898
0 n_k_zeng4978_fhmu5554 n_k_zeng4978_fhmu5554 0.035945498273898
0 jd0517 jd0517 0.028445536792455924
0 le312689 le312689 0.028445536792455924
0 flas_f_60314 flas_f_60314 0.028445536792455924
0 hkas_74689 hkas_74689 0.009548482040482429
0 n_k_zeng3514_fhmu2964 n_k_zeng3514_fhmu2964 0.009548482040482429
0 or0373 or0373 0.028445536792455924
0 flas_f_68320 flas_f_68320 0.028445536792455924
0 gdgm46161 gdgm46161 0.028445536792455924
0 or0363 or0363 0.028445536792455924
0 gdgm43250 gdgm43250 0.028445536792455924
0 gdgm44464 gdgm44464 0.028445536792455924
0 gdgm70789 gdgm70789 0.028445536792455924
0 s_jiang81_fhmu4573 s_jiang81_fhmu4573 0.028445536792455924
0 hkas_53400 hkas_53400 0.028445536792455924
0 fhmu5933_1 fhmu5933_1 0.028445536792455924
0 fhmu5932 fhmu5932 0.028445536792455924
0 fhmu5931_1 fhmu5931_1 0.028445536792455924
0 yorou_4599 yorou_4599 0.02279982072321836
0 yorou_3141 yorou_3141 0.02279982072321836
0 yorou_3071 yorou_3071 0.02279982072321836
0 adk4844 adk4844 0.02279982072321836
0 hkas74706 hkas74706 0.02279982072321836
0 hkas74705 hkas74705 0.02279982072321836
0 hkas_76168 hkas_76168 0.008089589753731558
0 fhmu5930 fhmu5930 0.028445536792455924
0 fhmu5930_1 fhmu5930_1 0.028445536792455924
0 x_h_deng1_fhmu5848 x_h_deng1_fhmu5848 0.028445536792455924
0 x_h_deng2_fhmu5849 x_h_deng2_fhmu5849 0.028445536792455924
0 fhmu5933 fhmu5933 0.028445536792455924
0 fhmu5931 fhmu5931 0.028445536792455924
0 fhmu5932_1 fhmu5932_1 0.028445536792455924
0 n_k_zeng4479_fhmu4691 n_k_zeng4479_fhmu4691 0.028445536792455924
0 n_k_zeng1379_fhmu930 n_k_zeng1379_fhmu930 0.028445536792455924
0 n_k_zeng1414_fhmu959 n_k_zeng1414_fhmu959 0.028445536792455924
0 n_k_zeng4478_fhmu4701 n_k_zeng4478_fhmu4701 0.028445536792455924
0 gdgm50080 gdgm50080 0.028445536792455924
0 n_k_zeng1808_fhmu2494 n_k_zeng1808_fhmu2494 0.028445536792455924
0 gdgm43285 gdgm43285 0.028445536792455924
0 or0139 or0139 0.028445536792455924
0 hkas58728 hkas58728 0.028445536792455924
0 x_t_zhu134_fhmu2721 x_t_zhu134_fhmu2721 0.028445536792455924
0 hkas57362 hkas57362 0.028445536792455924
0 hkas74952 hkas74952 0.028445536792455924
0 hkas_74779 hkas_74779 0.028445536792455924
0 4302_kf030441_1 4302_kf030441_1 0.028445536792455924
0 gdgm44717 gdgm44717 0.028445536792455924
0 gdgm44480 gdgm44480 0.028445536792455924
0 gdgm44776 gdgm44776 0.028445536792455924
0 gdgm44481 gdgm44481 0.028445536792455924
0 mb04_001 mb04_001 0.028445536792455924
0 bjtc_fm2220 bjtc_fm2220 0.028445536792455924
0 or586_kt824042_1 or586_kt824042_1 0.028445536792455924
0 vdko1063 vdko1063 0.028445536792455924
0 mo334053 mo334053 0.028445536792455924
0 pul1_jq327040_1 pul1_jq327040_1 0.028445536792455924
0 hkas84882 hkas84882 0.028445536792455924
0 hkas84904 hkas84904 0.028445536792455924
0 vdko1140 vdko1140 0.028445536792455924
0 flas_f_58917 flas_f_58917 0.028445536792455924
0 hkas_76674 hkas_76674 0.028445536792455924
0 ds4640_3 ds4640_3 0.028445536792455924
0 af2835 af2835 0.028445536792455924
